@relation AutobotDataset-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute enemyDistance numeric
@attribute enemyVelocity numeric
@attribute enemyDirectionRelativeToGun numeric
@attribute hit numeric

@data
0.559641,0,0.161922,1
0.670232,0.166667,0.383201,0
0.677155,0.833333,0.526925,0
0.648431,0.833333,0.928989,0
0.618067,0.833333,0.987802,0
0.620122,0.833333,0.728299,0
0.683904,0.25,0.333261,0
0.55656,0,0.343634,1
0.604405,0,0.362797,0
0.523674,0.833333,0.057259,0
0.238111,0.833333,0.197636,1
0.46701,0.833333,0.259682,0
0.352492,0.833333,0.795243,0
0.292834,0,0.948783,1
0.237983,0.5,0.497849,0
0.216425,0,0.998865,0
0.18846,0.583333,0.984505,0
0.23804,0.833333,0.972319,0
0.161788,0.833333,0.938431,0
0.377619,0.833333,0.897798,1
0.470027,0,0.993987,1
0.441985,0,0.830701,0
0.368947,0.333333,0.881822,0
0.484864,0.833333,0.885403,0
0.41557,0.833333,0.886672,0
0.47475,0.166667,0.485286,0
0.414123,0.166667,0.364927,0
0.380856,0.166667,0.153774,0
0.432026,0,0.290964,0
0.506004,0.166667,0.29415,0
0.445641,0.833333,0.271275,1
0.470889,0.833333,0.004215,0
0.428684,0.25,0.019098,0
0.473121,0,0.013146,0
0.588679,0,0.048497,0
0.698764,0,0.223845,0
0.812765,0,0.223845,1
0.909106,0.5,0.945204,0
0.845412,0.833333,0.482248,0
0.841608,0.083333,0.460308,0
0.726661,0,0.505483,0
0.699798,0,0.533286,0
0.719059,0.833333,0.454331,0
0.727819,0.833333,0.400154,0
0.708452,0.333333,0.434631,0
0.672789,0,0.483118,0
0.650268,0,0.497414,0
0.584487,0.833333,0.403737,1
0.626244,0.833333,0.289465,0
0.541683,0.333333,0.075418,0
0.511228,0,0.094687,0
0.603232,0,0.097656,1
0.629896,0.75,0.997743,0
0.548512,0.833333,0.897138,1
0.561126,0.833333,0.636375,0
0.527599,0,0.182553,0
0.445119,0,0.21735,0
0.48437,0.583333,0.252058,0
0.455073,0.833333,0.297289,0
0.413889,0.833333,0.264019,1
0.430912,0.833333,0.133367,0
0.342438,0.166667,0.181729,0
0.412294,0,0.181729,1
0.46528,0.833333,0.605825,0
0.498357,0,0.976193,0
0.458005,0.833333,0.560943,0
0.487169,0.333333,0.040078,0
0.378767,0,0.000141,0
0.400072,0,0.000121,1
0.467286,0.666667,0.160605,1
0.392169,0.833333,0.95675,0
0.386645,0.833333,0.983452,1
0.332233,0,0.942438,1
0.211505,0.5,0.302584,1
0.220812,0,0.331545,0
0.188133,0.833333,0.500801,0
0.071797,0.833333,0.505823,1
0.13039,0.833333,0.567101,0
0.022597,0.833333,0.585539,1
0.016921,0.833333,0.833631,1
0.034379,0.833333,0.969988,1
0.054566,0.833333,0.991679,1
0.12629,0.833333,0.958676,1
0.178081,0.833333,0.939285,1
0.201222,0.833333,0.9135,1
0.232973,0.833333,0.952944,1
0.17788,0.166667,0.001372,0
0.264097,1,0.002157,1
0.289531,1,0.708509,0
0.417725,0.833333,0.718482,0
0.59454,0.833333,0.675667,0
0.769475,0.833333,0.544339,0
0.885496,0.166667,0.421626,0
0.870782,0,0.504171,0
0.790443,0,0.531791,1
0.762935,0.75,0.876374,0
0.681648,0.833333,0.693913,0
0.395971,0,0.693913,0
0.569992,0.833333,0.573565,0
0.241723,0.833333,0.999931,0
0.272524,0.166667,0.987694,1
0.217226,0,0.0004,0
0.42798,0.666667,0.000321,1
0.281444,0,0.000188,0
0.351411,0.833333,0.000952,1
0.295437,0.833333,0.003314,1
0.246744,0.833333,0.552112,0
0.395926,0.833333,0.126558,0
0.36558,0,0.058225,0
0.414443,0,0.063715,1
0.440695,1,0.011737,0
0.404205,1,0.013024,1
0.390286,0.833333,0.023393,1
0.33085,0.833333,0.029631,1
0.303322,0.833333,0.979629,1
0.277356,0.833333,0.637613,0
0.278004,0,0.057747,0
0.349578,0.75,0.067436,1
0.283277,0,0.03419,0
0.318075,0.833333,0.001705,1
0.228084,0.833333,0.390312,1
0.154728,0.25,0.441734,0
0.158844,0,0.224794,0
0.133309,0,0.100023,0
0.133892,0,0.063729,0
0.19147,0,0.552835,0
0.27928,0,0.628936,0
0.298231,0.75,0.692583,0
0.352249,0.833333,0.673877,0
0.39425,0.833333,0.442517,0
0.317503,0,0.426587,1
0.375258,0,0.647064,0
0.319512,0.833333,0.999785,0
0.400871,0.833333,0.999795,1
0.45702,0.833333,0.999884,1
0.480628,0.833333,0.999994,1
0.504615,0.833333,0.997313,0
0.499009,0.833333,0.430786,0
0.446348,0.083333,0.073724,0
0.385154,0,0.056641,0
0.429159,0.583333,0.216569,0
0.328313,0.833333,0.389514,0
0.284112,0.833333,0.442388,0
0.297983,0.25,0.415383,1
0.324893,0,0.934803,0
0.187122,0.333333,0.973459,1
0.30592,0,0.945117,0
0.140663,0.833333,0.900786,1
0.127327,0.833333,0.504523,0
0.117034,0.083333,0.54201,0
0.099053,0,0.643598,0
0.099405,0,0.717327,0
0.141306,0,0.077719,0
0.226543,0.916667,0.029915,1
0.189588,0,0.028792,0
0.258793,1,0.001709,1
0.332378,0.833333,0.054053,1
0.364895,0.833333,0.060762,0
0.25031,0.833333,0.06096,0
0.287182,0.833333,0.041329,1
0.091155,0.833333,0.033386,1
0.00635,0.5,0.07961,1
0.26283,0.833333,0.918681,1
0.139815,0,0.974918,1
0.236452,0,0.978567,0
0.098075,0,0.172554,0
0.164014,0,0.00322,0
0.267013,0.333333,0.00322,1
0.170187,0.833333,1,0
0.204855,0.416667,0.94959,1
0.103118,0,0.981409,1
0.164361,0.833333,0.963388,0
0.033839,0,0.914824,1
0.164377,0.5,0.892439,0
0.099758,0,0.892439,0
0.215982,1,0.974648,0
0.293688,0.833333,0.975175,0
0.366503,0.833333,0.971276,0
0.425812,0.833333,0.880486,1
0.346638,0.166667,0.999669,1
0.274209,0.166667,0.310586,0
0.228308,0,0.000443,0
0.245782,0,0.062106,1
0.331625,0.5,0.641741,0
0.230614,0.833333,0.67636,0
0.250216,0.833333,0.921843,1
0.17206,0,0.957406,1
0.301287,0.333333,0.945208,0
0.069005,0,0.001351,0
0.200564,0,0.001186,1
0.391795,0,0.327483,0
0.588309,0,0.382971,0
0.747076,0,0.421312,0
0.738594,0.833333,0.3703,0
0.691607,0.833333,0.313299,0
0.709735,0.5,0.316136,0
0.73176,0,0.313392,0
0.751855,0,0.332226,0
0.763753,0.833333,0.327333,0
0.705316,0.833333,0.287597,0
0.665919,0.666667,0.296194,0
0.737618,0,0.314783,1
0.78962,0.5,0.81692,0
0.667573,0.833333,0.958039,0
0.652203,0.833333,0.341603,0
0.639459,0.333333,0.002167,0
0.644308,0,0.011552,1
0.58704,0,0.012514,0
0.593106,0.833333,0.835999,1
0.660792,0.833333,0.927039,0
0.552195,0.666667,0.997253,0
0.519427,0,0.488888,0
0.354601,0,0.128853,0
0.016468,0.833333,0.128853,1
0.017159,0.75,0.272308,1
0.057712,0,0.80788,0
0.138927,0.833333,0.998206,0
0.245678,0.833333,0.985114,1
0.264026,0,0,0
0.224437,0,0.031136,0
0.102977,0.166667,0.151274,0
0.051259,0.166667,0.012792,1
0.036406,0,0.167506,1
0.040873,0,0.022843,1
0.090133,0,0.014118,0
0.187661,0,0.061752,1
0.299441,0,0.272122,0
0.240586,0.833333,0.313465,0
0.227784,0.833333,0.353911,0
0.198257,0.833333,0.33547,0
0.159476,0.833333,0.313338,0
0.071801,0.833333,0.296622,1
0.014333,0.5,0.027355,1
0.021365,0,0.013707,1
0.10987,0,0.038852,1
0.130361,0,0.004223,1
0.222052,0,0.474908,0
0.307322,0,0.736033,0
0.392599,0.583333,0.905702,0
0.375013,0.833333,0.894605,0
0.379653,0.833333,0.849179,0
0.42733,0.833333,0.798099,0
0.37241,0,0.845841,0
0.208215,0.166667,0.88065,1
0.287469,0,0.956548,0
0.246277,0.833333,0.968996,1
0.37237,0.833333,0.353651,1
0.413213,0.5,0.220608,0
0.399136,0,0.303355,0
0.497846,0,0.342349,1
0.54357,0.666667,0.999306,0
0.480087,0.833333,0.700203,0
0.529586,0.833333,0.05352,0
0.512913,0,0.000603,0
0.646611,0.333333,0.000712,1
0.553621,0,0.000712,0
0.578324,0.833333,0.287838,1
0.479065,0.833333,0.426103,1
0.339841,0,0.979679,1
0.411155,0,0.977621,0
0.366536,0.833333,0.890875,1
0.492778,0.833333,0.005366,0
0.483798,0.666667,0.364636,0
0.558941,0,0.545764,1
0.593664,0,0.955849,0
0.55943,0.833333,0.991429,0
0.561193,0.833333,0.948647,1
0.426321,0.166667,0.473912,0
0.330046,0,0.149232,0
0.355314,0,0.000253,0
0.43107,0,0.293519,0
0.555549,0,0.335533,1
0.567667,0.833333,0.99997,0
0.562809,0.833333,0.723974,0
0.616533,0.666667,0.094498,0
0.603763,0,0.058774,0
0.518594,0,0.060051,1
0.334983,0.833333,0.468391,0
0.330961,0.833333,0.374585,0
0.329762,0,0.261195,0
0.402001,0,0.318338,1
0.364959,0,0.500163,0
0.417069,0.833333,0.757666,0
0.472334,0.833333,0.173083,0
0.514601,0.833333,0.020194,0
0.440936,0,0.012965,0
0.526405,0,0.014239,1
0.67729,0,0.670028,0
0.650968,0.833333,0.998899,0
0.603654,0.833333,0.759799,0
0.622409,0.333333,0.166966,0
0.537298,0,0.188838,0
0.567582,0,0.19968,1
0.610671,0.833333,0.002944,1
0.598023,0.833333,0.035103,0
0.574751,0.833333,0.881167,0
0.548663,0.333333,0.966966,0
0.558258,0,0.973179,1
0.618834,0,0.996728,0
0.417661,0.666667,0.885295,1
0.491077,0.833333,0.381434,1
0.480778,0.833333,0.116963,0
0.478321,0,0.166782,1
0.530818,0,0.956762,0
0.541102,0.833333,0.99905,0
0.488795,0.833333,0.492833,0
0.48836,0,0.010414,0
0.484836,0,0.061251,0
0.579164,0.5,0.075093,1
0.448857,0.833333,0.532618,0
0.293128,0.833333,0.936422,1
0.381485,0.833333,0.923491,0
0.262534,0,0.868899,0
0.049544,0,0.984105,1
0.215344,0,0.94873,0
0.021907,0.5,0.903615,1
0.040771,0.833333,0.775707,1
0.098721,0.833333,0.881738,0
0.139169,0.833333,0.881738,0
0.173724,0.166667,0.153635,0
0.191513,0.916667,0.365495,0
0.200475,1,0.613634,0
0.102454,1,0.989521,0
0.06926,1,0.999358,0
0.178707,1,0.987563,1
0.267173,1,0.763929,0
0.340273,1,0.798167,0
0.395874,0.833333,0.716143,0
0.489973,0.833333,0.36289,0
0.540893,0.833333,0.165769,0
0.456193,0,0.114593,0
0.309308,0,0.09158,0
0.275151,0.583333,0.085569,0
0.314095,0.833333,0.051463,1
0.280997,0.833333,0.048945,0
0.348711,0.833333,0.052195,1
0.294328,0.833333,0.062744,1
0.084251,0.833333,0.122953,1
0.032045,0.833333,0.230338,0
0.182446,0.333333,0.126563,0
0.32518,0,0.031582,1
0.561731,0,0.072114,1
0.673094,0.833333,0.992161,0
0.64398,0.833333,0.497285,0
0.656009,0.833333,0.006202,0
0.683486,0.083333,0.086231,0
0.741627,0,0.148431,0
0.91874,0,0.1992,0
0.922267,0.833333,0.213655,0
